ts_ms,horizontal_range,hr_start,hr_end,hor_upper,hor_lower,uptrend,uptrend_start,uptrend_end,downtrend,downtrend_start,downtrend_end,hr_uptrend,hr_downtrend,hr_start_marker,hr_end_marker,uptrend_start_marker,uptrend_end_marker,downtrend_start_marker,downtrend_end_marker,hr_breakout_attempt,hr_pending_breakout,hr_breakout_confirmed,hr_false_breakout,hr_reclaim,hr_break_direction,hr_break_extreme,hr_reclaim_marker
1545076800000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545091200000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545105600000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545120000000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545134400000,true,false,false,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,,,,,,false,false,false,false,false,,,
1545148800000,true,false,true,3653.2605,3152.89941,true,false,false,false,false,false,true,false,,3521,,,,,false,false,false,false,false,,,
1545163200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,true,true,false,false,false,1,3681.5,
1545177600000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3772,
1545192000000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3772,
1545206400000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3841,
1545220800000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3914,
1545235200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3914,
1545249600000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3914,
1545264000000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3914,
1545278400000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,3914,
1545292800000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,4122,
1545307200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,4122,
1545321600000,false,false,false,,,true,false,true,true,true,false,false,false,,,,4170,4170,,false,true,false,false,false,1,4170,
1545336000000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545350400000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545364800000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545379200000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545393600000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545408000000,false,false,false,,,false,false,false,true,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545422400000,false,false,false,,,true,true,false,true,false,true,false,false,,,3769.5,,,3769.5,false,true,false,false,false,1,4170,
1545436800000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545451200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,true,false,false,false,1,4170,
1545465600000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,true,false,false,1,4170,
1545480000000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545494400000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545508800000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545523200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545537600000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545552000000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545566400000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545580800000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545595200000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545609600000,false,false,false,,,true,false,false,false,false,false,false,false,,,,,,,false,false,false,false,false,,,
1545624000000,false,false,false,,,true,false,true,true,true,false,false,false,,,,4239,4239,,false,false,false,false,false,,,
